ano_censo,dependencia_administrativa,localizacao,situacao_funcionamento,escolas,qt_mat_bas,qt_doc_bas,qt_tur_bas,matriculas_por_escola
2013,Federal,Urbana,Ativa,442,254294.0,22207.0,9785.0,575.3257918552036
2013,Federal,Urbana,Paralisada,7,0.0,0.0,0.0,0.0
2013,Municipal,Rural,Ativa,64710,5000154.0,316526.0,300199.0,77.27019007881317
2013,Municipal,Rural,Extinta,2252,0.0,0.0,0.0,0.0
2013,Municipal,Rural,Paralisada,30022,0.0,0.0,0.0,0.0
2013,Municipal,Urbana,Ativa,56713,18214898.0,941630.0,782116.0,321.17676723149896
2013,Municipal,Urbana,Extinta,296,0.0,0.0,0.0,0.0
2013,Municipal,Urbana,Paralisada,3568,0.0,0.0,0.0,0.0
2013,Privada,Rural,Ativa,607,70642.0,5200.0,4059.0,116.37891268533772
2013,Privada,Rural,Extinta,17,0.0,0.0,0.0,0.0
2013,Privada,Rural,Paralisada,342,0.0,0.0,0.0,0.0
2013,Privada,Urbana,Ativa,38917,8539390.0,574069.0,470614.0,219.42570085052805
2013,Privada,Urbana,Extinta,1244,0.0,0.0,0.0,0.0
2013,Privada,Urbana,Paralisada,8692,0.0,0.0,0.0,0.0
2014,Estadual,Rural,Ativa,5479,831972.0,63195.0,44842.0,151.84741741193648
2014,Estadual,Rural,Extinta,120,0.0,0.0,0.0,0.0
2014,Estadual,Rural,Paralisada,1681,0.0,0.0,0.0,0.0
2014,Estadual,Urbana,Ativa,25616,16462385.0,812705.0,557273.0,642.6602514053717
2014,Estadual,Urbana,Extinta,112,0.0,0.0,0.0,0.0
2014,Estadual,Urbana,Paralisada,1676,0.0,0.0,0.0,0.0
2014,Federal,Rural,Ativa,73,36871.0,3602.0,1384.0,505.0821917808219
2014,Federal,Rural,Extinta,2,0.0,0.0,0.0,0.0
2014,Federal,Rural,Paralisada,4,0.0,0.0,0.0,0.0
2014,Federal,Urbana,Ativa,470,259874.0,23982.0,10263.0,552.9234042553192
2014,Federal,Urbana,Extinta,4,0.0,0.0,0.0,0.0
2014,Federal,Urbana,Paralisada,8,0.0,0.0,0.0,0.0
2014,Municipal,Rural,Ativa,61417,4900325.0,313619.0,291032.0,79.78776234593028
2014,Municipal,Rural,Extinta,3393,0.0,0.0,0.0,0.0
2014,Municipal,Rural,Paralisada,30402,0.0,0.0,0.0,0.0
2014,Municipal,Urbana,Ativa,57231,18189163.0,966891.0,787638.0,317.82011497265466
2014,Municipal,Urbana,Extinta,516,0.0,0.0,0.0,0.0
2014,Municipal,Urbana,Paralisada,3774,0.0,0.0,0.0,0.0
2014,Privada,Rural,Ativa,649,77272.0,5573.0,4420.0,119.06317411402158
2014,Privada,Rural,Extinta,30,0.0,0.0,0.0,0.0
2014,Privada,Rural,Paralisada,340,0.0,0.0,0.0,0.0
2014,Privada,Urbana,Ativa,39618,9013509.0,595905.0,490068.0,227.5104497955475
2014,Privada,Urbana,Extinta,1434,0.0,0.0,0.0,0.0
2014,Privada,Urbana,Paralisada,8880,0.0,0.0,0.0,0.0
2015,Estadual,Rural,Ativa,5525,839649.0,65916.0,46181.0,151.97266968325792
2015,Estadual,Rural,Extinta,166,0.0,0.0,0.0,0.0
2015,Estadual,Rural,Paralisada,1592,0.0,0.0,0.0,0.0
2015,Estadual,Urbana,Ativa,25589,15709059.0,796734.0,541117.0,613.898901871898
2015,Estadual,Urbana,Extinta,139,0.0,0.0,0.0,0.0
2015,Estadual,Urbana,Paralisada,1630,0.0,0.0,0.0,0.0
2015,Federal,Rural,Ativa,84,59465.0,4377.0,2276.0,707.9166666666666
2015,Federal,Rural,Paralisada,2,0.0,0.0,0.0,0.0
2015,Federal,Urbana,Ativa,553,316765.0,27640.0,11985.0,572.8119349005425
2015,Federal,Urbana,Extinta,1,0.0,0.0,0.0,0.0
2015,Federal,Urbana,Paralisada,7,0.0,0.0,0.0,0.0
2015,Municipal,Rural,Ativa,58521,4740784.0,308909.0,280157.0,81.00996223577862
2015,Municipal,Rural,Extinta,3962,0.0,0.0,0.0,0.0
2015,Municipal,Rural,Paralisada,27593,0.0,0.0,0.0,0.0
2015,Municipal,Urbana,Ativa,57931,18073058.0,977808.0,789096.0,311.9755916521379
2015,Municipal,Urbana,Extinta,564,0.0,0.0,0.0,0.0
2015,Municipal,Urbana,Paralisada,3468,0.0,0.0,0.0,0.0
2015,Privada,Rural,Ativa,637,78574.0,5599.0,4470.0,123.35007849293564
2015,Privada,Rural,Extinta,51,0.0,0.0,0.0,0.0
2015,Privada,Rural,Paralisada,298,0.0,0.0,0.0,0.0
2015,Privada,Urbana,Ativa,39849,8979158.0,597927.0,489358.0,225.329569123441
2015,Privada,Urbana,Extinta,1743,0.0,0.0,0.0,0.0
2015,Privada,Urbana,Paralisada,7974,0.0,0.0,0.0,0.0
2016,Estadual,Rural,Ativa,5489,847187.0,67041.0,46246.0,154.3426853707415
2016,Estadual,Rural,Extinta,92,0.0,0.0,0.0,0.0
2016,Estadual,Rural,Paralisada,1623,0.0,0.0,0.0,0.0
2016,Estadual,Urbana,Ativa,25510,15748444.0,793659.0,542104.0,617.3439435515484
2016,Estadual,Urbana,Extinta,99,0.0,0.0,0.0,0.0
2016,Estadual,Urbana,Paralisada,1709,0.0,0.0,0.0,0.0
2016,Federal,Rural,Ativa,93,60331.0,4872.0,2308.0,648.7204301075269
2016,Federal,Rural,Paralisada,1,0.0,0.0,0.0,0.0
2016,Federal,Urbana,Ativa,594,332234.0,29952.0,12756.0,559.3164983164983
2016,Federal,Urbana,Extinta,2,0.0,0.0,0.0,0.0
2016,Federal,Urbana,Paralisada,13,0.0,0.0,0.0,0.0
2016,Municipal,Rural,Ativa,56867,4592760.0,305839.0,273689.0,80.76318427207343
2016,Municipal,Rural,Extinta,2215,0.0,0.0,0.0,0.0
2016,Municipal,Rural,Paralisada,29132,0.0,0.0,0.0,0.0
2016,Municipal,Urbana,Ativa,58622,18253422.0,994603.0,799079.0,311.3749445600628
2016,Municipal,Urbana,Extinta,383,0.0,0.0,0.0,0.0
2016,Municipal,Urbana,Paralisada,3775,0.0,0.0,0.0,0.0
2016,Privada,Rural,Ativa,667,80743.0,5912.0,4675.0,121.05397301349325
2016,Privada,Rural,Extinta,20,0.0,0.0,0.0,0.0
2016,Privada,Rural,Paralisada,294,0.0,0.0,0.0,0.0
2016,Privada,Urbana,Ativa,40049,8902358.0,600125.0,490156.0,222.28664885515244
2016,Privada,Urbana,Extinta,1221,0.0,0.0,0.0,0.0
2016,Privada,Urbana,Paralisada,9036,0.0,0.0,0.0,0.0
2017,Estadual,Rural,Ativa,5410,834950.0,68158.0,46306.0,154.33456561922367
2017,Estadual,Rural,Extinta,162,0.0,0.0,0.0,0.0
2017,Estadual,Rural,Paralisada,1576,0.0,0.0,0.0,0.0
2017,Estadual,Urbana,Ativa,25438,15387864.0,766592.0,527752.0,604.9164242471893
2017,Estadual,Urbana,Extinta,118,0.0,0.0,0.0,0.0
2017,Estadual,Urbana,Paralisada,1800,0.0,0.0,0.0,0.0
2017,Federal,Rural,Ativa,92,57846.0,5060.0,1986.0,628.7608695652174
2017,Federal,Rural,Extinta,1,0.0,0.0,0.0,0.0
2017,Federal,Rural,Paralisada,6,0.0,0.0,0.0,0.0
2017,Federal,Urbana,Ativa,608,338636.0,31325.0,12966.0,556.9671052631579
2017,Federal,Urbana,Extinta,4,0.0,0.0,0.0,0.0
2017,Federal,Urbana,Paralisada,17,0.0,0.0,0.0,0.0
2017,Municipal,Rural,Ativa,54611,4598899.0,305260.0,273198.0,84.21195363571442
2017,Municipal,Rural,Extinta,1960,0.0,0.0,0.0,0.0
2017,Municipal,Rural,Paralisada,29520,0.0,0.0,0.0,0.0
2017,Municipal,Urbana,Ativa,59031,18502837.0,1010323.0,812879.0,313.44271653876774
2017,Municipal,Urbana,Extinta,214,0.0,0.0,0.0,0.0
2017,Municipal,Urbana,Paralisada,4063,0.0,0.0,0.0,0.0
2017,Privada,Rural,Ativa,657,81690.0,5938.0,4825.0,124.337899543379
2017,Privada,Rural,Extinta,18,0.0,0.0,0.0,0.0
2017,Privada,Rural,Paralisada,323,0.0,0.0,0.0,0.0
2017,Privada,Urbana,Ativa,40078,8805371.0,598840.0,489308.0,219.70584859523927
2017,Privada,Urbana,Extinta,1196,0.0,0.0,0.0,0.0
2017,Privada,Urbana,Paralisada,9578,0.0,0.0,0.0,0.0
2018,Estadual,Rural,Ativa,5343,830380.0,69385.0,46521.0,155.41456110799177
2018,Estadual,Rural,Extinta,203,0.0,0.0,0.0,0.0
2018,Estadual,Rural,Paralisada,1449,0.0,0.0,0.0,0.0
2018,Estadual,Urbana,Ativa,25358,15116036.0,778282.0,517732.0,596.105213344901
2018,Estadual,Urbana,Extinta,266,0.0,0.0,0.0,0.0
2018,Estadual,Urbana,Paralisada,1690,0.0,0.0,0.0,0.0
2018,Federal,Rural,Ativa,92,55141.0,5047.0,1892.0,599.3586956521739
2018,Federal,Rural,Extinta,1,0.0,0.0,0.0,0.0
2018,Federal,Rural,Paralisada,5,0.0,0.0,0.0,0.0
2018,Federal,Urbana,Ativa,609,355937.0,32434.0,13040.0,584.4614121510673
2018,Federal,Urbana,Extinta,32,0.0,0.0,0.0,0.0
2018,Federal,Urbana,Paralisada,13,0.0,0.0,0.0,0.0
2018,Municipal,Rural,Ativa,51566,4499423.0,296052.0,262646.0,87.25561416437188
2018,Municipal,Rural,Extinta,7243,0.0,0.0,0.0,0.0
2018,Municipal,Rural,Paralisada,25714,0.0,0.0,0.0,0.0
2018,Municipal,Urbana,Ativa,59405,18603701.0,1030653.0,819120.0,313.1672586482619
2018,Municipal,Urbana,Extinta,699,0.0,0.0,0.0,0.0
2018,Municipal,Urbana,Paralisada,3841,0.0,0.0,0.0,0.0
2018,Privada,Rural,Ativa,663,88644.0,6449.0,5121.0,133.70135746606334
2018,Privada,Rural,Extinta,45,0.0,0.0,0.0,0.0
2018,Privada,Rural,Paralisada,324,0.0,0.0,0.0,0.0
2018,Privada,Urbana,Ativa,40710,8906605.0,617004.0,497925.0,218.78174895603047
2018,Privada,Urbana,Extinta,1720,0.0,0.0,0.0,0.0
2018,Privada,Urbana,Paralisada,9469,0.0,0.0,0.0,0.0
2019,Estadual,Rural,Ativa,5333,817406.0,67034.0,46239.0,153.27320457528594
2019,Estadual,Rural,Extinta,148,0.0,0.0,0.0,0.0
2019,Estadual,Rural,Paralisada,1410,0.0,0.0,0.0,0.0
2019,Estadual,Urbana,Ativa,25157,14489627.0,761968.0,500454.0,575.9680009540089
2019,Estadual,Urbana,Extinta,144,0.0,0.0,0.0,0.0
2019,Estadual,Urbana,Paralisada,1709,0.0,0.0,0.0,0.0
2019,Federal,Rural,Ativa,93,49976.0,4735.0,1722.0,537.3763440860215
2019,Federal,Rural,Extinta,1,0.0,0.0,0.0,0.0
2019,Federal,Rural,Paralisada,2,0.0,0.0,0.0,0.0
2019,Federal,Urbana,Ativa,605,354831.0,32604.0,12643.0,586.4975206611571
2019,Federal,Urbana,Extinta,5,0.0,0.0,0.0,0.0
2019,Federal,Urbana,Paralisada,11,0.0,0.0,0.0,0.0
2019,Municipal,Rural,Ativa,49304,4372528.0,290646.0,255950.0,88.6850559792309
2019,Municipal,Rural,Extinta,3583,0.0,0.0,0.0,0.0
2019,Municipal,Rural,Paralisada,24494,0.0,0.0,0.0,0.0
2019,Municipal,Urbana,Ativa,59750,18655093.0,1026505.0,824104.0,312.219129707113
2019,Municipal,Urbana,Extinta,488,0.0,0.0,0.0,0.0
2019,Municipal,Urbana,Paralisada,3763,0.0,0.0,0.0,0.0
2019,Privada,Rural,Ativa,661,88908.0,6452.0,5198.0,134.50529500756429
2019,Privada,Rural,Extinta,29,0.0,0.0,0.0,0.0
2019,Privada,Rural,Paralisada,266,0.0,0.0,0.0,0.0
2019,Privada,Urbana,Ativa,41565,9045877.0,623098.0,513779.0,217.63207025141344
2019,Privada,Urbana,Extinta,1187,0.0,0.0,0.0,0.0
2019,Privada,Urbana,Paralisada,8813,0.0,0.0,0.0,0.0
2020,Estadual,Rural,Ativa,5252,811126.0,64072.0,45053.0,154.44135567402896
2020,Estadual,Rural,Extinta,42,0.0,0.0,0.0,0.0
2020,Estadual,Rural,Paralisada,1467,0.0,0.0,0.0,0.0
2020,Estadual,Urbana,Ativa,24942,14388374.0,727410.0,486865.0,576.8733060700825
2020,Estadual,Urbana,Extinta,139,0.0,0.0,0.0,0.0
2020,Estadual,Urbana,Paralisada,1816,0.0,0.0,0.0,0.0
2020,Federal,Rural,Ativa,94,51121.0,4685.0,1739.0,543.8404255319149
2020,Federal,Rural,Paralisada,3,0.0,0.0,0.0,0.0
2020,Federal,Urbana,Ativa,606,354876.0,32614.0,12416.0,585.6039603960396
2020,Federal,Urbana,Paralisada,11,0.0,0.0,0.0,0.0
2020,Municipal,Rural,Ativa,48444,4227257.0,286830.0,253083.0,87.26069275864916
2020,Municipal,Rural,Extinta,3976,0.0,0.0,0.0,0.0
2020,Municipal,Rural,Paralisada,21383,0.0,0.0,0.0,0.0
2020,Municipal,Urbana,Ativa,60178,18671354.0,1020672.0,829500.0,310.26876931769084
2020,Municipal,Urbana,Extinta,634,0.0,0.0,0.0,0.0
2020,Municipal,Urbana,Paralisada,3418,0.0,0.0,0.0,0.0
2020,Privada,Rural,Ativa,656,88468.0,6431.0,5252.0,134.859756097561
2020,Privada,Rural,Extinta,36,0.0,0.0,0.0,0.0
2020,Privada,Rural,Paralisada,261,0.0,0.0,0.0,0.0
2020,Privada,Urbana,Ativa,41107,8702718.0,615062.0,508157.0,211.70890602573772
2020,Privada,Urbana,Extinta,1285,0.0,0.0,0.0,0.0
2020,Privada,Urbana,Paralisada,8479,0.0,0.0,0.0,0.0
2021,Estadual,Rural,Ativa,5193,837939.0,70658.0,45266.0,161.35932986712882
2021,Estadual,Rural,Extinta,103,0.0,0.0,0.0,0.0
2021,Estadual,Rural,Paralisada,1472,0.0,0.0,0.0,0.0
2021,Estadual,Urbana,Ativa,24774,14181177.0,791977.0,486194.0,572.4217728263502
2021,Estadual,Urbana,Extinta,126,0.0,0.0,0.0,0.0
2021,Estadual,Urbana,Paralisada,1896,0.0,0.0,0.0,0.0
2021,Federal,Rural,Ativa,92,45986.0,4528.0,1655.0,499.8478260869565
2021,Federal,Rural,Paralisada,3,0.0,0.0,0.0,0.0
2021,Federal,Urbana,Ativa,604,331161.0,32364.0,12166.0,548.2798013245033
2021,Federal,Urbana,Extinta,1,0.0,0.0,0.0,0.0
2021,Federal,Urbana,Paralisada,14,0.0,0.0,0.0,0.0
2021,Municipal,Rural,Ativa,47676,4393036.0,291901.0,258892.0,92.14355231143553
2021,Municipal,Rural,Extinta,2748,0.0,0.0,0.0,0.0
2021,Municipal,Rural,Paralisada,19667,0.0,0.0,0.0,0.0
2021,Municipal,Urbana,Ativa,60464,18742757.0,1045511.0,835135.0,309.9820885154803
2021,Municipal,Urbana,Extinta,458,0.0,0.0,0.0,0.0
2021,Municipal,Urbana,Paralisada,3356,0.0,0.0,0.0,0.0
2021,Privada,Rural,Ativa,651,83084.0,6405.0,5027.0,127.62519201228879
2021,Privada,Rural,Extinta,18,0.0,0.0,0.0,0.0
2021,Privada,Rural,Paralisada,265,0.0,0.0,0.0,0.0
2021,Privada,Urbana,Ativa,40603,8053261.0,602825.0,484441.0,198.34152648819054
2021,Privada,Urbana,Extinta,1127,0.0,0.0,0.0,0.0
2021,Privada,Urbana,Paralisada,9829,0.0,0.0,0.0,0.0
2022,Estadual,Rural,Ativa,5211,820393.0,70345.0,46590.0,157.43484935712914
2022,Estadual,Rural,Extinta,44,0.0,0.0,0.0,0.0
2022,Estadual,Rural,Paralisada,1489,0.0,0.0,0.0,0.0
2022,Estadual,Urbana,Ativa,24608,13941002.0,773837.0,485401.0,566.5231631989597
2022,Estadual,Urbana,Extinta,135,0.0,0.0,0.0,0.0
2022,Estadual,Urbana,Paralisada,1973,0.0,0.0,0.0,0.0
2022,Federal,Rural,Ativa,94,49113.0,4569.0,1700.0,522.4787234042553
2022,Federal,Rural,Extinta,3,0.0,0.0,0.0,0.0
2022,Federal,Rural,Paralisada,3,0.0,0.0,0.0,0.0
2022,Federal,Urbana,Ativa,610,331492.0,32677.0,12252.0,543.4295081967213
2022,Federal,Urbana,Extinta,6,0.0,0.0,0.0,0.0
2022,Federal,Urbana,Paralisada,19,0.0,0.0,0.0,0.0
2022,Municipal,Rural,Ativa,46817,4384433.0,306624.0,264771.0,93.65044748702394
2022,Municipal,Rural,Extinta,2148,0.0,0.0,0.0,0.0
2022,Municipal,Rural,Paralisada,18832,0.0,0.0,0.0,0.0
2022,Municipal,Urbana,Ativa,61015,18855595.0,1103494.0,857185.0,309.03212324838154
2022,Municipal,Urbana,Extinta,379,0.0,0.0,0.0,0.0
2022,Municipal,Urbana,Paralisada,3438,0.0,0.0,0.0,0.0
2022,Privada,Rural,Ativa,734,93006.0,6830.0,5568.0,126.71117166212534
2022,Privada,Rural,Extinta,19,0.0,0.0,0.0,0.0
2022,Privada,Rural,Paralisada,329,0.0,0.0,0.0,0.0
2022,Privada,Urbana,Ativa,45243,8907040.0,625930.0,517035.0,196.87111818402846
2022,Privada,Urbana,Extinta,1057,0.0,0.0,0.0,0.0
2022,Privada,Urbana,Paralisada,10443,0.0,0.0,0.0,0.0
2023,Estadual,Rural,Ativa,5295,816812.0,70056.0,47821.0,154.26100094428708
2023,Estadual,Rural,Extinta,163,0.0,0.0,0.0,0.0
2023,Estadual,Rural,Paralisada,1502,0.0,0.0,0.0,0.0
2023,Estadual,Urbana,Ativa,24488,13364079.0,734391.0,476237.0,545.7399134269847
2023,Estadual,Urbana,Extinta,185,0.0,0.0,0.0,0.0
2023,Estadual,Urbana,Paralisada,1913,0.0,0.0,0.0,0.0
2023,Federal,Rural,Ativa,94,51318.0,4781.0,1742.0,545.936170212766
2023,Federal,Rural,Paralisada,3,0.0,0.0,0.0,0.0
2023,Federal,Urbana,Ativa,612,329278.0,33360.0,12166.0,538.0359477124183
2023,Federal,Urbana,Extinta,2,0.0,0.0,0.0,0.0
2023,Federal,Urbana,Paralisada,14,0.0,0.0,0.0,0.0
2023,Municipal,Rural,Ativa,45813,4345768.0,312006.0,266656.0,94.8588391941152
2023,Municipal,Rural,Extinta,2581,0.0,0.0,0.0,0.0
2023,Municipal,Rural,Paralisada,17042,0.0,0.0,0.0,0.0
2023,Municipal,Urbana,Ativa,61612,18974050.0,1136831.0,867485.0,307.9602999415698
2023,Municipal,Urbana,Extinta,461,0.0,0.0,0.0,0.0
2023,Municipal,Urbana,Paralisada,3200,0.0,0.0,0.0,0.0
2023,Privada,Rural,Ativa,687,96841.0,7043.0,5873.0,140.96215429403202
2023,Privada,Rural,Extinta,19,0.0,0.0,0.0,0.0
2023,Privada,Rural,Paralisada,264,0.0,0.0,0.0,0.0
2023,Privada,Urbana,Ativa,41629,9326486.0,636090.0,534697.0,224.0381945278532
2023,Privada,Urbana,Extinta,1901,0.0,0.0,0.0,0.0
2023,Privada,Urbana,Paralisada,8145,0.0,0.0,0.0,0.0
2024,Estadual,Rural,Ativa,5209,818814.0,70887.0,48363.0,157.19216740257247
2024,Estadual,Rural,Extinta,74,0.0,0.0,0.0,0.0
2024,Estadual,Rural,Paralisada,1541,0.0,0.0,0.0,0.0
2024,Estadual,Urbana,Ativa,24349,13234036.0,716931.0,470106.0,543.5145591194711
2024,Estadual,Urbana,Extinta,135,0.0,0.0,0.0,0.0
2024,Estadual,Urbana,Paralisada,1946,0.0,0.0,0.0,0.0
2024,Federal,Rural,Ativa,94,50100.0,4790.0,1745.0,532.9787234042553
2024,Federal,Rural,Paralisada,3,0.0,0.0,0.0,0.0
2024,Federal,Urbana,Ativa,614,333422.0,33658.0,12278.0,543.0325732899023
2024,Federal,Urbana,Paralisada,13,0.0,0.0,0.0,0.0
2024,Municipal,Rural,Ativa,45297,4196212.0,315225.0,264332.0,92.63774642912334
2024,Municipal,Rural,Extinta,1498,0.0,0.0,0.0,0.0
2024,Municipal,Rural,Paralisada,16391,0.0,0.0,0.0,0.0
2024,Municipal,Urbana,Ativa,62284,18938506.0,1141870.0,873986.0,304.06695138398305
2024,Municipal,Urbana,Extinta,331,0.0,0.0,0.0,0.0
2024,Municipal,Urbana,Paralisada,3198,0.0,0.0,0.0,0.0
2024,Privada,Rural,Ativa,703,99333.0,7202.0,6056.0,141.29871977240398
2024,Privada,Rural,Extinta,13,0.0,0.0,0.0,0.0
2024,Privada,Rural,Paralisada,266,0.0,0.0,0.0,0.0
2024,Privada,Urbana,Ativa,42515,9418499.0,648439.0,547188.0,221.53355286369518
2024,Privada,Urbana,Extinta,1108,0.0,0.0,0.0,0.0
2024,Privada,Urbana,Paralisada,7963,0.0,0.0,0.0,0.0
2025,Estadual,Rural,Ativa,5688,825784.0,77645.0,51466.0,145.18002812939523
2025,Estadual,Rural,Extinta,86,0.0,0.0,0.0,0.0
2025,Estadual,Rural,Paralisada,1506,0.0,0.0,0.0,0.0
2025,Estadual,Urbana,Ativa,24310,12504518.0,727364.0,464104.0,514.3775401069519
2025,Estadual,Urbana,Extinta,170,0.0,0.0,0.0,0.0
2025,Estadual,Urbana,Paralisada,1801,0.0,0.0,0.0,0.0
2025,Federal,Rural,Ativa,95,49669.0,5053.0,1732.0,522.8315789473684
2025,Federal,Urbana,Ativa,621,333857.0,34999.0,12466.0,537.6119162640902
2025,Federal,Urbana,Extinta,1,0.0,0.0,0.0,0.0
2025,Federal,Urbana,Paralisada,11,0.0,0.0,0.0,0.0
2025,Municipal,Rural,Ativa,44310,4177408.0,323697.0,267442.0,94.2768675242609
2025,Municipal,Rural,Extinta,1961,0.0,0.0,0.0,0.0
2025,Municipal,Rural,Paralisada,15375,0.0,0.0,0.0,0.0
2025,Municipal,Urbana,Ativa,63062,18881760.0,1171632.0,885154.0,299.4158130094193
2025,Municipal,Urbana,Extinta,308,0.0,0.0,0.0,0.0
2025,Municipal,Urbana,Paralisada,3129,0.0,0.0,0.0,0.0
2025,Privada,Rural,Ativa,670,94353.0,7069.0,5866.0,140.82537313432834
2025,Privada,Rural,Extinta,27,0.0,0.0,0.0,0.0
2025,Privada,Rural,Paralisada,257,0.0,0.0,0.0,0.0
2025,Privada,Urbana,Ativa,41784,9151031.0,644586.0,545746.0,219.008017422937
2025,Privada,Urbana,Extinta,1319,0.0,0.0,0.0,0.0
2025,Privada,Urbana,Paralisada,7701,0.0,0.0,0.0,0.0
